конкуренция,competition,,,
контролёр,inspector,,,
корыто,tub; trough,,,
косить/с-,to mow; twist,"i кошу, косишь",,
кошма́р,nightmare,,,
кратко,briefly,,,
кули́сы,wings (theatre),g pl кyлиc; за кулисами behind the scenes,,
куса́ть,to bite; sting,,,
лабиринт,labyrinth,,,
легенда́рный,legendary,,,
лече́бный,"medical, medicinal",,,
литр,litre,,,
лы́сина,bald patch,,,
массивный,massive,,,
матро́с,sailor,,,
машинка,(small) machine,g pl машинок; пишущая машинка typewriter,,
медикамент,medicine,"медикаменты medical supplies, drugs",,
мель,"shoal, (sand)bank",f; pr sg на мели high and dry,,
меч,sword,g sg меча,,
мещани́н,"petty bourgeois, lower middle class person; philistine","nom pl мещане, g pl мещан",,
ми́лостивый,"gracious, kind",милостивый государь Dear Sir,,
многообразие,diversity,,,
мора́льно,morally,,,
моргать/моргнуть,to blink; wink,,,
москви́ч,Muscovite,g sg москвича,,
мохнатый,shaggy,,,
мрак,"darkness, gloom",,,
мстить/ото-,to take revenge (on s.o. for sth),"i мщу, мстишь",,
мучи́тельный,excruciating,,,
мысли́тель,thinker,m,,
на́бок,"awry, on one side",,,
нависать/нависнуть,to overhang,,,
навязывать/навязать,"to impose, foist (sth on s.o.)","i past навис, нависла; p навяжу, навяжешь",,
награждать/наградить,to reward,"p награжу, наградишь",,
нажим,pressure; clamp,,,
наи́вно,naively,,,
наилучший,the best,,,
накопляться/накопиться,to accumulate,накопится; накапливаться i/накопляться i,,
налицо́,"present, visible",Все необходимые условия налицо All the essential conditions are present,,
намекать/намекнуть,to allude to,,,
намереваться,to intend,,,
насекомое,insect,,,
наслаждаться/насладиться,"to delight (in), get physical pleasure (from)",,,
на́спех,hastily,,,
насчи́тываться,"to number, total",i,,
негр,negro,,,
негритя́нский,negro (adj),,,
недово́льство,dissatisfaction (with),,,
не́зачем,there’s no point,,,
неинтере́сно,(it’s) uninteresting,,,
нейтралите́т,neutrality,,,
немой,"dumb, silent, mute",,,
неотло́жный,urgent,,,
нерешительность,indecisiveness,f; pr sg на мели high and dry,,
неслы́ханный,unprecedented,,,
несме́тный,countless,,,
неужто,really? (coll),= неужели,,
новорождённый,new-born,,,
обжигать/обжечь,"to burn; bake, fire (bricks etc.)","p обожгу, обожжёшь, обожгут, past обжёг, обожгла",,
обиженно,"resentfully, looking hurt",,,
обмениваться/обменяться,to exchange,p обменяемся;обменяться взглядами to exchange glances,,
оборо́нный,defence (adj),оборонная промышленность defence industry,,
оговорка,"reservation, proviso; slip of the tongue",g pl оговорок; согласиться с оговорками to agree with reservations,,
одеваться/одеться,to dress,,,
однообразный,monotonous,,,
односторонний,one-sided; one-way,,,
оживлённо,"animatedly, excitedly",,,
озорно́й,mischievous (coll),,,
озя́бнуть,"to get cold, chilled","p past озяб, озябла",,
окая́нный,cursed,,,
окликать/окликнуть,"to hail, call (to s.o.)",,,
оскорблять/оскорбить,to insult,"i оскорбляю; p оскорблю, оскорбишь",,
осмотр,inspection,,,
остывать/остыть,"to cool down, get cold","p остыну, остынешь",,
отвлечённый,abstract,,,
отворять/отворить,to open,"p отворю, отворишь",,
откидывать/откинуть,"to throw away, throw back",,,
открове́нность,frankness,f,,
отлив,"ebb, falling tide; tinge, tint, play of colours",,,
отрыв,tearing off; isolation (from),,,
отталкивать/оттолкнуть,"to push away, repel",,,
оформлять/оформить,to put into proper form,"i оформляю; p оформлю, оформишь",,
палить/с-,"to burn, scorch; singe","(p c-) to burn, scorch; (p o-) singe",,
паровой,steam (adj),,,
пасти,to graze; to shepherd,"i пасу, пасёшь, past пас, пасла",,
пенсионе́р,pensioner,,,
паёк,ration,g sg пайка,,
перевозить/перевезти,"to transport across, from swh to swh","p перевезу, перевезёшь, past перевёз, перевезла",,
перевязывать/перевязать,to bandage; tie up,"p перевяжу, перевяжешь",,
перехватывать/перехватать,to intercept,"p перехвачу, перехватишь",,
перечитывать/перечитать,to reread,,,
печа́таться,"to be printed, be published",i,,
пищевой,food (adj),пищевая промышленность food industry,,
бледнеть/по-,to turn pale,"i бледнею, бледнеешь; p побледнею, побледнеешь",,
бояться/по-,"to be afraid, not dare to","p побоюсь, побоишься",,
поверхностный,superficial,,,
повисать/повиснуть,"to hang, dangle; droop, sag","p повисну, повиснешь, past повис, повисла",,
погро́м,"pogrom, massacre",,,
поддаваться/поддаться,"to yield, give way (to)","i поддаюсь, поддаёшься",,
по́длинно,genuinely,,,
подгладывать/подложить,to put under; add,"p подложу, подложишь",,
подрывной,undermining; subversive,,,
покрываться/покрыться,"to be covered (with), cover os (with)","p покроюсь, покроешься",,
кушать/по-,to eat (polite usage),,,
полушарие,hemisphere,,,
полюс,pole (geog),Северный полюс North Pole,,
по́мниться,to be remembered,(Мне) помнится I remember,,
поо́даль,at some distance,,,
поправляться/поправиться,to get better; correct os; put on weight,"p поправлюсь, поправишься",,
поравня́ться,"to draw level with, come up to",p поравняюсь,,
порция,portion,,,
постановлять/постановить,"to decide, resolve","p постановлю, постановишь",,
по-ста́рому,as before,,,
потихо́ньку,slowly; quietly; secretly (coll),,,
потруди́ться,to take the trouble (to); do some work,"p потружусь, потрудишься; Потрудитесь закрыть дверь Could I ask you to close the door?",,
хлопать/по-,"to slap, clap",,,
почёт,"esteem, respect",,,
пра́зднование,celebration,,,
пре́данный,devoted,,,
предви́дение,foresight,,,
предельно,maximally,,,
предельный,maximum (adj),,,
предпосылка,"prerequisite, precondition",g pl предпосылок,,
президе́нтский,"president’s, presidential",,,
пренебрежение,"scorn, neglect",,,
преподавать,to teach,"i преподаю, преподаёшь",,
претендова́ть,to claim (sth),i претендую,,
привлечение,attraction,,,
прилив,rising tide; influx,,,
приподниматься/приподняться,to raise os slightly,"p приподнимусь, приподнимешься, past приподнялся, приподнялась",,
присвоение,appropriation; conferment,незаконное присвоение misappropriation,,
пристра́стие,partiality; weakness (for),,,
приток,tributary; inflow,,,
пришивать/пришить,to sew on,"p пришью, пришьёшь",,
проба,"test, trial",метод проб и ошибок trial and error,,
продвижение,"advancement, progress",,,
проклинать/проклясть,to curse,,,
пронизывать/пронизать,"to pierce, penetrate, permeate",,,
проникновение,penetration,,,
пружина,spring (mechanism),,,
пульт,control panel; music-stand,,,
пшени́чный,"wheat (adj), wheaten",,,
пы́тка,torture,g pl пыток; Попытка не пытка It won’t hurt to try,,
равноду́шие,indifference,,,
разгораться/разгореться,"to flare up, blaze up",p разгорится,,
разоблачение,"exposing, unmasking",,,
раскрытый,wide-open,,,
ра́совый,racial,,,
расположенный,"situated; (к +d) inclined, disposed to",,,
распределять/распределить,to distribute; allocate,,,
расслы́шать,to catch (sth said),"p Простите, я не расслышала Sorry, I didn’t catch that",,
рассуждать/рассудить,"to arbitrate (between), judge; decide","p рассужу, рассудишь",,
расте́рянность,"bewilderment, dismay",f,,
расходовать/из-,"to spend, use up",i расходую,,
рецепт,recipe; prescription,,,
румя́ный,"rosy, ruddy",,,
рушиться/об-,to collapse,,,
рыхлый,"friable, crumbly; (coll) podgy, flabby",,,
свечка,small candle,g pl свечек,,
свире́пый,ferocious,,,
своеобразие,"peculiarity, individuality",,,
связываться/связаться,to get in touch with; communicate with; (coll) get involved with,"p свяжусь, свяжешься",,
святы́ня,sacred place or thing,,,
сжиматься/сжаться,"to tighten, clench",,,
символ,symbol,,,
символический,symbolic,,,
сирота́,orphan,m/f; nom pl сироты,,
ско́рбный,(grammatical term) mournful,,,
скудный,meagre,,,
скула́стый,with high cheek-bones,,,
сле́дователь,investigator,m/f; nom pl сироты,,
сле́дом,behind,,,
служе́ние,"service (to), serving",,,
смотр,"inspection, review",,,
созна́тельность,awareness,,,
созы́в,"calling, summoning (of meeting) ",,,
сопе́ть,to snuffle,"i соплю, сопишь",,
соревнова́ться,"to compete, vie (with)",i соревнуюсь,,
сплочённость,"unity, solidarity",,,
срабатывать/сработать,to work (function) properly,p Механизм сработал The mechanism worked,,
суждение,"opinion, judgement",,,
супру́г,spouse (husband),,,
существенно,"vitally, essentially",,,
сыпать/по-,"to pour, strew","i сыплю, сыплешь",,
табачный,tobacco (adj),,,
творе́ц,creator,,,
тереть/по-,to rub,"i тру, трёшь, past тёр, тёрла",,
толкование,interpretation,,,
тонкость,thinness; subtlety,f,,
торопить/по-,to hurry (s.o.),"i тороплю, торопишь",,
тракт,highway; route,,,
трещать,to crack; crackle,i трещит,,
тридца́тый,thirtieth,,,
тро́сть,"cane, walking-stick",f; g pl тростей,,
туннель,tunnel,m,,
угрожа́ющий,threatening,,,
укладываться/уложиться,to pack one’s things; (в +a) fit (into sth),,,
укладываться/улечься,"to lie down, go to bed; (p only) calm down; (p only) settle","p улягусь, уляжешься, улягутся, past улёгся, улеглась",,
уклон,"slope; deviation, bias",,,
укра́дкой,stealthily,,,
улавливать/уловить,to catch; detect,"p уловлю, уловишь",,
упускать/упустить,to let slip; miss,"p упущу, упустишь",,
усик,"whisker; antenna, feeler",усики small moustache,,
ускользать/ускользнуть,to slip away,,,
устье,"mouth, estuary",g pl устьев,,
уточнять/уточнить,to make more precise; verify,,,
утрата,loss,,,
уха́живать,to look after (s.o.); make advances (to a woman),,,
у́часть,"fate, lot (in life)",f,,
ую́тный,cosy,,,
фабричный,factory (adj),,,
фаза,phase,,,
федера́ция,federation,,,
хво́йный,coniferous,,,
хму́рый,"gloomily, sullenly",,,
ху́денький,"slim, thin (coll)",,,
централизованный,centralized,,,
цита́та,quotation,,,
частичный,partial,,,
чередова́ться,to alternate (with),i чередуюсь,,
чертить/на-,"to draw, draw up","i черчу, чертишь",,
чи́слиться,"to be, be listed; (+inst) be considered (to be sth)",i Она не числится в этом списке She’s not on this list,,
чувствительный,sensitive,,,
чулан,"store-room, box-room",,,
чума́,plague,,,
чу́точку,a little (coll),,,
шве́дский,Swedish,,,
шестьсо́т,six hundred,g шестисот,,
шкатулка,"casket, box",g pl шкатулок,,
шлёпать/шлёпнуть,to smack,,,
шо́рох,rustle,,,
щётка,brush,g pl щёток,,
экономить/с-,"to save, economize","i экономлю, экономишь",,
этикетка,label,g pl этикеток,,
юри́ст,lawyer,,,
я́вственный,clearly,,,
ягода,berry,,,
аналогия,analogy,,,
арома́т,"scent, aroma",,,
балти́йский,Baltic,,,
бас,bass,,,
безграни́чно,infinitely,,,
бездомный,homeless,,,
безмерно,immensely,,,
бессонница,insomnia,,,
библе́йский,biblical,,,
благослове́ние,blessing,,,
ве́жливость,politeness,f,,
богатырский,heroic,,,
боже́ственный,divine,,,
брати́шка,little brother (coll),g pl братишек,,
бревенчатый,made of logs,,,
ве́на,vein,,,
бюрокра́т,bureaucrat,,,
варе́нье,"jam, preserves",,,
вглубь,into the depths,,,
вдалеке́,in the distance,,,
вдо́воль,in abundance; enough,,,
вдохновлять/вдохновить,to inspire,i вдохновляю,,
ве́дьма,witch,g pl ведьм,,
великоле́пие,magnificence,,,
веник,"brush, bundle of twigs (for sweeping floor or beating body in sauna)",,,
венок,"wreath, garland",,,
верхо́м,on horseback,,,
ве́чность,eternity,f,,
взывать/воззвать,to appeal to,,,
ви́шня,cherry,g pl вишен,,
включаться/включиться,to join; be included; be switched on,,,
влетать/влететь,to fly in,"p влечу, влетишь",,
влия́тельный,influential,,,
води́ться,"(c +inst) to associate with; be, be found","i вожусь, водишься",,
возобновлять/возобновить,to renew,"p возобновлю, возобновишь",,
вои́нственный,warlike,,,
во́пль,"wail, howl",m,,
воротничок,(small) collar,,,
воспроизводить/воспроизвести,to reproduce,"i воспроизвожу, воспроизводишь",,
восхищаться/восхититься,to admire,,,
вспыли́ть,to flare up (coll),,,
всхлипывать/всхлипнуть,to sob,,,
вся́ческий,all kinds of (coll),,,
втягивать/втянуть,to pull in,"p втяну, втянешь",,
выжимать/выжать,to squeeze out,"p выжму, выжмешь",,
высаживать/высадить,"to set down, land","p высажу, высадишь",,
высыпаться/выспаться,to get enough sleep,"p высплюсь, выспишься",,
выяснение,explanation,,,
вязать/с-,to tie; knit,"i вяжу, вяжешь",,
гармо́ния,harmony,,,
герои́зм,heroism,,,
гибкий,flexible,,,
гимн,"hymn, anthem",,,
гипотеза,hypothesis,,,
глота́ть,to swallow,,,
голени́ще,top (of a boot),,,
голода́ть,to go hungry,,,
голосова́ние,voting,,,
графи́н,"carafe, decanter",,,
громоздкий,"cumbersome, bulky",,,
гуманита́рный,humanitarian; humanities (adj),"гуманитарные науки the Arts, humanities",,
гу́ща,dregs; thicket,,,
даром,"free, gratis",,,
денёк,day (dim),g sg денька,,
детальный,detailed,,,
дефицит,"deficit; shortage, shortages",,,
джи́нсы,jeans,g pl джинсов,,
добросо́вестно,conscientiously,,,
документация,"documentation, documents",,,
доста́ток,sufficiency; prosperity,,,
драмати́ческий,dramatic,,,
дружи́ть,to be friends (with s.o.),"i дружу, дружишь",,
дурачо́к,"idiot, half-wit",,,
ду́шный,stuffy,,,
дыми́ться,to smoke,,,
дырка,small hole,g pl дырок,,
жела́ющий,person interested (in doing sth),Есть желающие пойти в кино? Does anyone want to go to the cinema?,,
желтоватый,yellowish,,,
законченный,"complete; consummate, professional",законченный мастер consummate master,,
запечатлевать/запечатлеть,to imprint,"p запечатлею, запечатлеешь",,
затрагивать/затронуть,"to touch, affect",,,
шагать/за-,to stride out,,,
зёрнышко,grain,"nom pl зёрнышки, g pl зёрнышек",,
значимость,significance,f,,
изгонять/изгнать,"to expel, banish","p изгоню, изгонишь, f past изгнала",,
излю́бленный,favourite,,,
измеряться/измериться,to be measured,i измеряется,,
расходовать/израсходовать,"to spend, use up",p израсходую,,
иллюминатор,porthole,,,
иллюстрировать,to illustrate,i/p иллюстрирую,,
именовать/на-,to name,i именую,,
инвентарь,equipment; inventory,m; g sg инвентаря,,
интеллектуальный,intellectual (adj),,,
ископа́емый,minerals,,,
исполненный,full (of),,,
исправление,correction,,,
исте́рика,hysterics,,,
исчерпывающий,exhaustive,,,
италья́нец,Italian,,,
канат,"rope, cable",,,
капиталовложе́ние,capital investment,often pl капиталовложения,,
катить/по-,to roll (sth),"i качу, катишь",,
ки́евский,Kiev (adj),,,
кипято́к,boiling water,,,
кла́ссный,class (adj); first-class,,,
кли́ника,clinic,,,
коза́,goat,nom pl козы,,
ко́зырь,trump,m; g pl козырей,,
коле́нка,knee (coll),g pl коленок,,
колючий,prickly,колючая проволока barbed wire,,
кома́р,mosquito,g sg комара,,
комбинезон,overalls,,,
комо́д,chest of drawers,,,
конвейер,conveyor belt,,,
конфискова́ть,to confiscate,i/p конфискую,,
конце́ртный,concert (adj),,,
концла́герь,concentration camp,nom pl концлагеря,,
кончи́на,"decease, demise (formal)",,,
кооперати́вный,cooperative (adj),,,
копать/копнуть,to dig,,,
косо,"squint, askew",,,
косточка,stone (of fruit); small bone,g pl косточек,,
котёнок,kitten,"nom pl котята, g pl котят",,
красить/о-,"to paint, colour; dye","i крашу, красишь; вы-/о-/по- р",,
красноватый,reddish,,,
крах,crash; failure,,,
крошка,crumb,g pl крошек,,
кряхте́ть,to groan; grunt,"i кряхчу, кряхтишь",,
кузов,body (of vehicle); basket,nom pl кузова,,
культ,cult,культ личности cult of personality,,
ла́йнер,liner,,,
лёгкое,lung,,,
лени́во,lazily,,,
лечи́ться,"to undergo treatment, be treated for","i лечусь, лечишься",,
линейка,line (on paper); ruler (for drawing lines),g pl линеек,,
лондонский,London (adj),,,
лоскут,"rag, scrap","nom pl лоскуты, g pl лоскутов or nom pl лоскутья, g pl лоскутьев",,
любе́зно,"obligingly, courteously",,,
макушка,top; crown (of head),g pl макушек; Ушки на макушке I’m all ears,,
маневрировать/с-,to manoeuvre,i маневрирую,,
машинально,mechanically,,,
машинострои-,mechanical engineering,,,
те́льный,(adj),,,
ме́лко,finely; pettily,,,
мельком,in passing,,,
метить,(+a) to mark; (в +a) aim (at),"i мечу, метишь",,
мещанка,lower middle-class woman; philistine,g pl мещанок,,
многообразный,diverse,,,
молва́,rumour(s),no pl,,
монуме́нт,monument,,,
морщинка,wrinkle,g pl морщинок,,
мраморный,marble (adj),,,
мужи́цкий,"peasant (adj), peasant’s",,,
наваливать/навалить,"to heap up, pile","p навалю, навалишь",,
наве́чно,for ever,,,
навоз,manure,,,
наглухо,"tightly, firmly",,,
нагревать/нагреть,"to warm, heat","p нагрею, нагреешь",,
надвигаться/надвинуться,to draw near,,,
надобно,necessary (coll) (= надо),= надо,,
нанимать/нанять,to hire,,,
поить/на-,to give to drink,"поить i/напаивать i; i пою, поишь",,
напосле́док,in the end (coll),,,
наравне́,"level (with), on equal terms (with)",,,
на́скоро,hastily (coll),,,
на́стежь,wide open,,,
нау́чно,scientifically,,,
недове́рчиво,"distrustfully, suspiciously",,,
незабыва́емый,unforgettable,,,
немы́слимый,unthinkable,,,
ненормальный,abnormal; mad,,,
непобеди́мый,invincible,,,
неполный,incomplete,,,
непрекло́нный,"unyielding, adamant",,,
непреодоли́мый,insurmountable,,,
неслы́шный,inaudible; inaudibly,,,
неутоми́мый,tireless,,,
нырять/нырнуть,to dive,,,
обдумывать/обдумать,"to consider, ponder, think over",,,
оберегать/оберечь,to protect (s.o. from sth),,,
обиход,"use; custom, practice",выйти из обихода to go out of use,,
о́блачный,cloudy,,,
обливать/облить,to pour sth (inst) over sth (a),"p оболью, обольёшь, f past облила",,
обложка,cover (of book etc.),g pl обложек,,
обнажённый,naked,,,
обобщение,generalization,,,
образцовый,"model, exemplary",,,
обрушиваться/обрушиться,"to collapse, cave in; (на +a) fall upon, attack (s.o. or sth)",,,
одновременный,simultaneous,,,
оживлённый,"animated, excited",,,
окрестный,surrounding,,,
опа́ска,caution (coll),,,
с,"nervously, cautiously",,,
опровержение,refutation,,,
опущенный,lowered,,,
освободи́тельный,liberation (adj),,,
осложнение,complication,,,
осмысливать/осмыслить,"to make sense (of sth), interpret",,,
оставшийся,remaining,,,
остроу́мный,witty,,,
отбор,selection,,,
отделяться/отделиться,to separate (from),i отделяюсь,,
откликаться/откликнуться,to respond (to sth),,,
отовсю́ду,from everywhere,,,
отрицание,negation,,,
ощутимый,perceptible,,,
ощуща́ться,to be felt,,,
панора́ма,panorama,,,
парла́ментский,parliamentary,,,
па́рта,school desk,,,
паутина,cobweb,,,
певица,singer f,,,
первонача́льно,originally,,,
перевал,crossing; mountain pass,,,
переделка,alteration,,,
перекрёсток,crossroads,,,
перелив,tint; play of colours,,,
перенимать/перенять,"to copy, adopt","p перейму, переймёшь, past перенял, переняла, переняло",,
пересадка,change (of transport); transplant(ation),g pl пересадок,,
переспрашивать/переспросить,to ask again,"p переспрошу, переспросишь",,
периодический,"periodic, recurrent",,,
пирожок,pie,,,
пла́вно,smoothly,,,
плавучий,floating,,,
плодотво́рный,fruitful,,,
повествова́ние,narration,,,
повиноваться/повиноваться,to obey,i повинуюсь; повиноваться р (past only),,
поводить/повести,"to move, twitch","i повожу, поводишь",,
пограничный,border (adj),,,
подвешивать/подвесить,to suspend,"p подвешу, подвесишь",,
поддержание,"support, maintenance",,,
подлежа́ть,to be subject to,i подлежит; Это не подлежит сомнению This is indisputable,,
подозри́тельный,suspicious,,,
подо́лгу,for a long time,,,
по-друго́му,differently,,,
подружи́ться,to make friends with,"p подружусь, подружишься",,
подскакивать/подскочить,to run up; jump up,"p подскочу, подскочишь",,
подступ,approach,,,
подтверждаться/подтвердиться,to be confirmed,,,
подча́с,sometimes,,,
поеди́нок,duel,,,
поинтересова́ться,"to take an interest, wonder",(p) поинтересуюсь,,
полированный,polished,,,
политбюро,Politburo,n indecl,,
полити́ческий,politically,,,
положи́тельно,positively,,,
помеха,hindrance,,,
понеде́льник,Monday,,,
пить/по-,to have a drink,"p попью, попьёшь, f past попила",,
поро́чный,vicious; defective,,,
поспевать/поспеть,"to be in time for; ripen (coll), be on time; keep up with","p поспею, поспеешь",,
посредство,mediation,,,
посыпаться/посыпаться,to pour down,p посыплется,,
по-тво́ему,in your opinion; as you want it,,,
потирать/потереть,to rub,,,
тревожить/по-,to trouble,,,
поуча́ть,to lecture (s.o.),i,,
щадить/по-,to spare,"i щажу, щадишь; p пощажу, пощадишь",,
преграда,obstacle,,,
предисловие,foreword,,,
предотвращение,prevention,,,
предшествовать,to precede,i предшествует,,
пренебрегать/пренебречь,to scorn (s.o. or sth),,,
прения,"debate, discussion",n pl; g pl прений,,
прибрежный,coastal; riverside,,,
прививать/привить,to inoculate; inculcate,"p привью, привьёшь, past привила",,
приз,prize,nom pl призы,,
прикреплять/прикрепить,to fasten (sth to sth),"p прикреплю, прикрепишь",,
приме́та,sign,,,
присваивать/присвоить,"to take over, appropriate; award, confer (sth on s.o.)",,,
присматривать/присмотреть,"to look after, supervise",,,
при́стальный,"fixed, constant",,,
присутствующий,"present, (as noun) person present",,,
приучать/приучить,to train (to do sth),"p приучу, приучишь",,
причёска,hairstyle,g pl причёсок,,
причу́дливый,"odd, whimsical",,,
пропове́довать,to preach; advocate,i проповедую,,
прорываться/прорваться,to break through; tear,"p прорвусь, прорвёшься, past прорвался, прорвалась",,
прорезывать/прорезать,to cut through,"p проре́зать, проре́жу, проре́жешь; прореза́ть i/проре́зывать i",,
просве́чивать,to be translucent; shine through,,,
прославлять/прославить,to make famous,"p прославлю, прославишь",,
простаивать/простоять,to stand idle,,,
простыня,sheet (bedding),"nom pl простыни, g pl простынь, d pl простыням",,
протокол,protocol; minutes (of,,,
процедура,meeting) procedure,,,
пти́чка,small bird; tick,g pl птичек,,
пульс,pulse,,,
пускай,let (= пусть) (coll),Пускай говорит Let him speak,,
пустырь,waste ground,g sg пустыря,,
пылать,to blaze,i,,
радика́льный,radical,,,
ра́дужный,iridescent; radiant,,,
разбег,run,,,
разбо́й,banditry,,,
разбо́йничий,"robber’s, brigand’s","f разбойничья, n разбойничье",,
разводиться/развестись,to get divorced; breed,"p разведусь, разведёшься, past развёлся, развелась",,
раздражённо,"with irritation, crossly",,,
разлетаться/разлететься,"to fly apart; scatter, shatter","p разлечусь, разлетишься",,
размещаться/разместиться,"to be seated, placed, accommodated, take one’s place","p размещусь, разместишься",,
разновидность,"variety, type",f,,
разрываться/разорваться,to break; explode,"p разорвётся, past разорвался, разорвалась",,
разоряться/разориться,"to be ruined, bankrupt",,,
разреша́ться,to be permitted; be resolved,i Курить не разрешается Smoking is not permitted,,
ра́са,race (ethnic),,,
раскаиваться/раскаяться,to repent (of sth),,,
раскидывать/раскинуть,"to stretch out, extend",,,
расправляться/расправиться,to deal with; straighten out,"p расправлюсь, расправишься",,
расцветать/расцвести,"to blossom, bloom","p расцвету, расцветёшь, past расцвёл, расцвела",,
реали́зм,realism,,,
регулярно,regularly,,,
регулярный,regular,,,
ремонтировать,"to repair, redecorate",i/p ремонтирую,,
ржавый,rusty,,,
робеть/о-,to be timid,"i робею, робеешь",,
розыгрыш,(lottery) draw; practical joke,,,
роково́й,fateful,,,
роско́шный,luxurious,,,
рослый,"tall, strapping",,,
рыться/по-,"to dig, rummage (in)","i роюсь, роешься",,
самоотве́рженный,self-sacrificing,,,
санита́рный,"medical, sanitary",,,
седина́,grey hair,nom pl седины,,
секретный,secret (adj),,,
секция,section,,,
семьсо́т,seven hundred,g семисот,,
сессия,session; examinations,,,
склонять/склонить,"to bend, bow","p склоню, склонишь",,
слияние,confluence; merging,,,
сло́жно,complicated(ly),,,
мешать/с-,to mix,мешать i/смешивать i,,
смешиваться/смешаться,"to mix, mingle; get mixed up",,,
смола,"tar, pitch",nom pl смолы,,
смущённый,embarrassed,,,
собранный,disciplined; precise,,,
совпадение,coincidence,,,
сомнительный,"doubtful, dubious",,,
сосредоточиваться/сосредоточиться,to concentrate (on),,,
спаси́тельный,"saving, life saving",,,
спирт,"alcohol, spirit","pr sg в спирте or в спирту, nom pl спирты",,
сплочённый,united,,,
ставень,shutter,(also ставня) g pl ставней and ставен,,
темнеть/с-,to get dark,p стемнеет,,
стирать/стереть,to rub off; grind down,"p сотру, сотрёшь, past стёр, стёрла",,
сталкивать/столкнуть,to push off; to knock together,,,
стон,groan,,,
стоп,stop!,,,
суетиться/за-,"to run around, fuss about","i суечусь, суетишься",,
суко́нный,cloth (adj),,,
счастли́вец,lucky man,,,
счёты,abacus,g pl счётов,,
тарака́н,cockroach,,,
тахта́,divan,,,
телеграфный,telegraph (adj),,,
терпели́вый,patient,,,
тесто,"pastry, dough",,,
толчок,push; jolt,,,
топта́ться,to stamp,"i топчусь, топчешься",,
торго́вец,trader,,,
тоскли́во,drearily,,,
тоскли́вый,"depressed, depressing",,,
тре́бовательный,demanding,,,
тренировка,training,g pl тренировок,,
треть,third,g pl третей,,
трогаться/тронуться,to set off,,,
трусли́вый,cowardly,,,
тряпьё,rags,,,
тряхнуть,to shake,,,
тсс,shh! keep quiet!,,,
тумба,pedestal; bollard,,,
ту́ча,small cloud,g pl тучек,,
угнета́ть,to oppress,,,
удочка,fishing rod,g pl удочек,,
укори́зненно,reproachfully,,,
уме́стно,appropriately,,,
у́мысел,intention,,,
унижать/унизить,to humiliate,,,
уничтожаться/уничтожиться,to be destroyed,,,
управляемый,controlled,,,
управля́ться,to be controlled; (c +inst) deal with,i управляюсь,,
усиленно,intensively,,,
усиленный,"intensive, intensified",,,
ухитриться/ухитряться,to manage (to do sth) (coll),,,
ую́т,"comfort, cosiness",,,
ую́тно,cosily,,,
уяснять/уяснить,to understand,,,
фальшивый,false,,,
фарфор,porcelain,,,
фаса́д,façade,,,
характеризова́ться,to be characterized (by),i характеризуюсь,,
хлеба́ть,to drink (coll),p,,
хлопотать/по-,to bustle about; make efforts,"i хлопочу, хлопочешь",,
холодо́к,coolness; cool place (coll),,,
хороше́нько,properly (coll),,,
хрипе́ть,to wheeze,"i хриплю, хрипишь",,
христиа́нский,Christian,,,
хрома́ть,to limp,i,,
хромо́й,lame,,,
ху́дший,worst,,,
цветущий,blooming; flourishing,,,
целесообразность,expediency,f,,
челове́чность,"humaneness, humanity",f,,
чернеть/по-,to turn black,"i чернею, чернеешь",,
чёртов,devil’s (adj),чёртова дюжина baker’s dozen,,
чудовище,monster,,,
чужби́на,foreign land,no pl; на чужбине in foreign parts,,
шахтёр,miner,,,
шере́нга,"rank, file, column",,,
шестна́дцатый,sixteenth,,,
штора,(window) blind,,,
шурша́ть,to rustle,"i шуршу, шуршишь",,
авантюри́ст,adventurer,,,
авиационный,aviation (adj),,,
агити́ровать,"to agitate, campaign",i агитирую,,
акт,act (of play); document,,,
али,or (coll) (= или),= или,,
аргумент,argument,,,
астрономия,astronomy,,,
базис,basis,,,
балова́ться,"to play about, indulge os",i балуюсь,,
бар,bar,,,
бархатный,velvet (adj),,,
спиртно́й,alcoholic (adj),спиртные напитки alcoholic drinks,,
башмак,shoe,g sg башмака,,
бедно,"poorly, cheaply",,,
безве́стный,unknown,,,
безгра́мотный,illiterate,,,
безделу́шка,"knick-knack, trinket",g pl безделушек,,
безде́льник,idler,,,
бездо́нный,bottomless,,,
бережливость,thrift,f,,
бере́т,beret,,,
бесплатно,free (without payment),,,
беспрепя́тственный,"unimpeded, unhindered",,,
бесстра́шный,fearlessly,,,
бешенство,fury; rabies,,,
био́лог,biologist,,,
биржа,exchange; stock exchange биржа труда labour exchange,,,
сносить/снести,"to demolish; take down, take off; carry away","i сношу, сносишь; p снесу, снесёшь, past снёс, снесла",,
бланк,form (document),,,
близиться/при-,to draw near,"i ближусь, близишься; при- р",,
близорукий,short-sighted,,,
блуждать,to wander,i,,
бога́то,richly,,,
боеприпасы,ammunition,g pl боеприпасов,,
бойня,slaughter-house,g pl боен,,
боязно,afraid (coll),Ей боязно She’s afraid,,
брешь,breach,,,
булыжник,cobble-stone; cobbles,,,
буркать/буркнуть,"to mutter, growl (coll)",,,
валю́та,currency; foreign currency,твёрдая валюта hard currency,,
ватный,quilted; cotton wool (adj),,,
ввысь,upwards,,,
вдого́нку,in pursuit (coll),пуститься вдогонку за кем-нибудь to rush off after s.o.,,
